40171.0,Media.Email@6201e496,Media.Phone@6a46661e,Media.FaceToFace@33da7214
21928.0,Media.Email@1def8b6c,Media.Phone@59aa6ece,Media.FaceToFace@4450c45f
16277.0,Media.Email@c386513,Media.Phone@4a73c8a9,Media.FaceToFace@777af56e
25762.0,Media.Email@2998b093,Media.Phone@6770983a,Media.FaceToFace@111a3ce4
49309.0,Media.Email@e6b407b,Media.Phone@235652a2,Media.FaceToFace@784b1bcd
200000.0,Media.Email@4a8716d3,Media.Phone@6aeb9cde,Media.FaceToFace@1287e9a9
29823.0,Media.Email@725212d6,Media.Phone@6a52da3c,Media.FaceToFace@6575cfac
16565.0,Media.Email@54b965a3,Media.Phone@57bfdbc9,Media.FaceToFace@74f69620
35317.0,Media.Email@3740dfc9,Media.Phone@4242176,Media.FaceToFace@6010cc19
200000.0,Media.Email@2143db07,Media.Phone@6de0b9a0,Media.FaceToFace@3cbaefbb
16702.0,Media.Email@4f3aa5a6,Media.Phone@13515ded,Media.FaceToFace@42ed7c83
21201.0,Media.Email@537c3462,Media.Phone@7f5338bf,Media.FaceToFace@30b2c4e7
18273.0,Media.Email@fa07419,Media.Phone@6f261d52,Media.FaceToFace@2f4f2b80
20917.0,Media.Email@645510c5,Media.Phone@cc028f9,Media.FaceToFace@1bc1f9f9
16871.0,Media.Email@c8466d4,Media.Phone@487aeeb7,Media.FaceToFace@7ece558d
22245.0,Media.Email@165438da,Media.Phone@73607ba9,Media.FaceToFace@4356cf6c
20652.0,Media.Email@37fd4792,Media.Phone@5565def5,Media.FaceToFace@1310d2a0
16917.0,Media.Email@47766711,Media.Phone@2e68b1be,Media.FaceToFace@5b6d48bf
17149.0,Media.Email@4f8d28e7,Media.Phone@3c787e7e,Media.FaceToFace@ab8a136
20776.0,Media.Email@323e0792,Media.Phone@6631c03,Media.FaceToFace@54c40c3b
19833.0,Media.Email@d828720,Media.Phone@74754ccd,Media.FaceToFace@41056276
200000.0,Media.Email@34e6f781,Media.Phone@27835149,Media.FaceToFace@1e4da3e3
29092.0,Media.Email@52dfa97d,Media.Phone@59f0780c,Media.FaceToFace@3a5989f5
16917.0,Media.Email@2fc076fb,Media.Phone@4c3713b,Media.FaceToFace@3b3edaee
16917.0,Media.Email@4ec08cb8,Media.Phone@4356ac6c,Media.FaceToFace@6f5208fd
14951.0,Media.Email@74fbf167,Media.Phone@48a5dd31,Media.FaceToFace@15ce13a
21341.0,Media.Email@6d73eb9d,Media.Phone@5571c88e,Media.FaceToFace@21260e75
23024.0,Media.Email@5cc35234,Media.Phone@1b4a0380,Media.FaceToFace@182bd67f
16917.0,Media.Email@379c4770,Media.Phone@75162695,Media.FaceToFace@13f3c41
16277.0,Media.Email@3d5ba11d,Media.Phone@4aae9663,Media.FaceToFace@c1363e3
15237.0,Media.Email@4a931343,Media.Phone@7dd5b9f4,Media.FaceToFace@5aa382b6
18342.0,Media.Email@7f51df76,Media.Phone@5825fd47,Media.FaceToFace@26176d87
30336.0,Media.Email@7d720953,Media.Phone@49c2687c,Media.FaceToFace@7a59cab8
20916.0,Media.Email@6f14fbb2,Media.Phone@4a989c17,Media.FaceToFace@692fd043
16277.0,Media.Email@717d5589,Media.Phone@5b7acf94,Media.FaceToFace@5bd22c77
16277.0,Media.Email@5a9f8e82,Media.Phone@21452749,Media.FaceToFace@43163aaf
15249.0,Media.Email@5c9f648b,Media.Phone@6482112e,Media.FaceToFace@1736168f
14846.0,Media.Email@6071bfbf,Media.Phone@4be3c610,Media.FaceToFace@56e06b5c
25341.0,Media.Email@1b406144,Media.Phone@1fb1c556,Media.FaceToFace@5012a15b
16501.0,Media.Email@c6bfe01,Media.Phone@5f0fa06,Media.FaceToFace@faea2f6
15237.0,Media.Email@3cce5ce7,Media.Phone@103560e1,Media.FaceToFace@206b5c17
14951.0,Media.Email@189d6133,Media.Phone@45867e5,Media.FaceToFace@480ced9d
18776.0,Media.Email@382b18c3,Media.Phone@1566c704,Media.FaceToFace@e93e296
26288.0,Media.Email@701b36fd,Media.Phone@ab7558b,Media.FaceToFace@a511e2c
14826.0,Media.Email@78e9e692,Media.Phone@4420b942,Media.FaceToFace@4062beff
14951.0,Media.Email@62d9ceee,Media.Phone@49a09df5,Media.FaceToFace@4fe26596
14951.0,Media.Email@61e940fe,Media.Phone@18aa15ea,Media.FaceToFace@4684c24c
19874.0,Media.Email@598fc658,Media.Phone@6e26e957,Media.FaceToFace@3ca18740
24656.0,Media.Email@40dcf3ac,Media.Phone@6a01c278,Media.FaceToFace@19868aa7
12873.0,Media.Email@69ff6fd9,Media.Phone@10845ed,Media.FaceToFace@4626cb22
19318.0,Media.Email@6235e209,Media.Phone@3f8aef3e,Media.FaceToFace@3a60f009
12759.0,Media.Email@6454f46b,Media.Phone@57ad043,Media.FaceToFace@41fee184
17344.0,Media.Email@3578ce60,Media.Phone@e351c0d,Media.FaceToFace@40c4a0c4
14951.0,Media.Email@71eea6ae,Media.Phone@6b0123f1,Media.FaceToFace@17deda19
14951.0,Media.Email@514bd7e5,Media.Phone@4a4b2515,Media.FaceToFace@b6fabce
14127.0,Media.Email@5080e342,Media.Phone@3dc82b58,Media.FaceToFace@2095be18
14316.0,Media.Email@7a754707,Media.Phone@298a5b60,Media.FaceToFace@3a7510ee
20566.0,Media.Email@4bbf64c6,Media.Phone@2712a04,Media.FaceToFace@537d6ddc
14376.0,Media.Email@73e00a5b,Media.Phone@79c817cb,Media.FaceToFace@3f924ee3
22257.0,Media.Email@22da79ff,Media.Phone@357f6639,Media.FaceToFace@3f10439f
16565.0,Media.Email@47d1b0cf,Media.Phone@17af0adf,Media.FaceToFace@64f2c29e
13065.0,Media.Email@19088e6b,Media.Phone@be1fa4,Media.FaceToFace@420f485d
14598.0,Media.Email@47f96f1e,Media.Phone@48ee3f7c,Media.FaceToFace@118a0b4c
16114.0,Media.Email@2b91cde6,Media.Phone@7164cd62,Media.FaceToFace@10e81717
200000.0,Media.Email@2e559ca5,Media.Phone@769f2c66,Media.FaceToFace@4c1c1961
20475.0,Media.Email@28a57c2a,Media.Phone@87abe3f,Media.FaceToFace@32601e72
